titulo,ubicacion,distrito,zona,precio,precio_m2,precio_categoria,tipo_inmueble,tipo_operacion,dormitorios,banos,area,tamano_categoria,antiguedad,anio_construccion,mantenimiento,publicador,fecha_publicacion,url
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",San Borja,Otro,950.0,10.326086956521738,Moderado,Apartamento,Alquiler,2,3,92.0,Mediano,5.0,2021,S/.328,GRUPO JCTP INMOBILIARIO SAC,"Hace 5 días, 13 horas - Publicado por GRUPO JCTP INMOBILIARIO SAC",https://www.properati.com.pe/detalle/14032-32-6e96-6b8cc4981401-90c7611a-974f-4435
Apartamento en alquiler en Ur. Casuarinas Sur,"Ur. Casuarinas Sur, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1200.0,7.18562874251497,Alto,Apartamento,Alquiler,3,3,167.0,Grande,11.0,2015,S/.600,CARLA EMPERATRIZ NEIRA SILVA,1 mar. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-b801-d759b502146-716e9310-a9fa-120d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,690.0,11.5,Moderado,Apartamento,Alquiler,1,1,60.0,Mediano,,,S/.235,Isotta Lima Space,"Hace 2 semanas, 5 días - Publicado por Isotta Lima Space",https://www.properati.com.pe/detalle/14032-32-7e95-45689f895be5-94fdb2f9-aa1a-417e
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,10.625,Moderado,Apartamento,Alquiler,2,2,80.0,Mediano,10.0,2016,S/.480,Corretaje Pelusa,"Hace 6 días, 23 horas - Publicado por Corretaje Pelusa",https://www.properati.com.pe/detalle/14032-32-a008-dc332b3b709d-c1400d1e-919d-4243
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,760.0,16.88888888888889,Moderado,Apartamento,Alquiler,1,1,45.0,Pequeño,9.0,2017,S/.300,RE/MAX PRO,15 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-95e4-74c150b2117e-793b56ff-9d00-46d9
Casa en alquiler en Chorrillos,"Chorrillos, Lima, Lima ",Lima,Otro,1650.0,5.5,Alto,Casa,Alquiler,3,2,300.0,Muy Grande,18.0,2008,,Inmoba Peru SAC,Hace 1 semana - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-ca3c-df38bf886abb-8ee7b945-a415-480d
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",Barranco,Sur,920.0,16.727272727272727,Moderado,Apartamento,Alquiler,2,2,55.0,Mediano,7.0,2019,S/.300,Roxana Elvira Lazarte Alatrista,27 nov. 2022 - Publicado por Roxana Elvira Lazarte Alatrista,https://www.properati.com.pe/detalle/14032-32-fd7d-d835fe5437ad-27d8bfe-a2e7-4444
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,2100.0,8.536585365853659,Lujo,Apartamento,Alquiler,3,4,246.0,Muy Grande,,,"S/.1,550",Rafael Reyes Martel,16 feb. 2023 - Publicado por Rafael Reyes Martel,https://www.properati.com.pe/detalle/14032-32-9f24-26f469ea761b-25a290cf-ad7e-4a0d
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",Lima,Otro,2800.0,10.0,Lujo,Apartamento,Alquiler,3,5,280.0,Muy Grande,16.0,2010,"S/.1,300",Rocío Mazzetti,2 ene. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-d5fa-45fb7d5f4e4f-756c4a8e-9d89-4be5
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ",San Borja,Otro,1150.0,4.956896551724138,Alto,Apartamento,Alquiler,5,3,232.0,Muy Grande,28.0,1998,S/.300,CENTURY 21 AVANZA,21 feb. 2023 - Publicado por CENTURY 21 AVANZA,https://www.properati.com.pe/detalle/14032-32-bb0-83c8bd20077a-97f9a96-8602-49e4
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",Lima,Otro,2000.0,11.11111111111111,Lujo,Apartamento,Alquiler,3,2,180.0,Grande,,,,SOCIOS INMOBILIARIOS,3 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-ba18-1f1b781b8aa7-2bf0c240-b8a0-120d
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ",Lima,Otro,1000.0,11.11111111111111,Alto,Apartamento,Alquiler,2,3,90.0,Mediano,15.0,2011,,Ventas Primeras Bienes Raices,24 mar. 2023 - Publicado por Ventas Primeras Bienes Raices,https://www.properati.com.pe/detalle/14032-32-638f-9bf057c7d1ea-a3e93e6b-9dc5-4928
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Gobierno Regional de Lima ",Gobierno Regional de Lima,Otro,1100.0,7.096774193548387,Alto,Apartamento,Alquiler,3,2,155.0,Grande,,,,Ventas Primeras Bienes Raices,17 set. 2021 - Publicado por Ventas Primeras Bienes Raices,https://www.properati.com.pe/detalle/14032-32-f6e8-93d18bbfcf6e-57b71e0e-af03-4a71
Casa en alquiler en Chorrillos,"Chorrillos, Lima, Lima ",Lima,Otro,1500.0,5.0,Alto,Casa,Alquiler,3,2,300.0,Muy Grande,18.0,2008,,Inmoba Peru SAC,"Hace 2 semanas, 2 días - Publicado por Inmoba Peru SAC",https://www.properati.com.pe/detalle/14032-32-e07-bf3271812c72-a2f5fcd2-9a14-4c6e
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",San Isidro,Centro,2800.0,11.666666666666666,Lujo,Apartamento,Alquiler,3,3,240.0,Muy Grande,7.0,2019,"S/.1,900",Büro Propiedades,"Hace 1 semana, 20 horas - Publicado por Büro Propiedades",https://www.properati.com.pe/detalle/14032-32-daf7-a61ccfc9fddd-bbd3af13-a20f-4159
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",San Borja,Otro,1500.0,10.714285714285714,Alto,Apartamento,Alquiler,3,3,140.0,Grande,12.0,2014,,Remax Integrity,20 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-290f-6b616d72b45f-c144a006-be81-4440
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1300.0,10.0,Alto,Apartamento,Alquiler,3,3,130.0,Grande,6.0,2020,S/.450,Remax Fusion,27 ene. 2023 - Publicado por Remax Fusion,https://www.properati.com.pe/detalle/14032-32-7494-2cf5d25bb12a-b01b9fe7-aad6-4468
Apartamento en alquiler en Ur. La Planicie,"Ur. La Planicie, Punta Hermosa, Lima, Lima ",Punta Hermosa,Sur,1050.0,8.46774193548387,Alto,Apartamento,Alquiler,4,3,124.0,Grande,13.0,2013,,Remax Integrity,"Hace 3 semanas, 1 hora - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-6156-5459dc0f56bf-15ca7353-b85a-4894
Casa en alquiler en Ur. Risso,"Ur. Risso, Lince, Lima, Lima ",Lince,Centro,3500.0,10.0,Lujo,Casa,Alquiler,8,4,350.0,Muy Grande,61.0,1965,,Remax Integrity,"Hace 2 semanas, 1 día - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-bdc2-b1a21ca9c90c-bed2c5a6-ac0c-417e
Casa en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ",San Borja,Otro,1800.0,7.2,Alto,Casa,Alquiler,3,3,250.0,Muy Grande,54.0,1972,,Remax Integrity,"Hace 1 semana, 20 horas - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-80ac-4eb48396460d-83674852-92aa-425a
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.0,Alto,Apartamento,Alquiler,3,2,125.0,Grande,28.0,1998,S/.470,Verónica Arosemena,"Hace 1 semana, 20 horas - Publicado por Verónica Arosemena",https://www.properati.com.pe/detalle/14032-32-c59e-6af57e34eca1-18053513-8ad0-4d02
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,1500.0,8.19672131147541,Alto,Apartamento,Alquiler,2,3,183.0,Grande,,,S/.477,RE/MAX POWER EXPO,4 mar. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-eaa9-823454b5b116-af290f4c-bd52-417a
Casa en alquiler en Ur. Valle Hermoso Este,"Ur. Valle Hermoso Este, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1900.0,6.785714285714286,Alto,Casa,Alquiler,4,3,280.0,Muy Grande,33.0,1993,,SPACIO GRUPO INMOBILIARIO S.A.C,"Hace 2 semanas, 4 días - Publicado por SPACIO GRUPO INMOBILIARIO S.A.C",https://www.properati.com.pe/detalle/14032-32-646a-7cf8e73d21d3-87a59781-af76-4e28
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,690.0,11.5,Moderado,Apartamento,Alquiler,2,2,60.0,Mediano,16.0,2010,S/.250,MARIA DEL ROSARIO - BIENES RAICES,15 mar. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-ba40-e43e7527e994-decba1fd-9a35-456b
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.333333333333334,Alto,Apartamento,Alquiler,3,4,120.0,Grande,9.0,2017,S/.600,RE/MAX Principal pe,7 mar. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-1abc-d574af44a7b-471bcff5-ae70-4ef2
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.333333333333334,Alto,Apartamento,Alquiler,3,4,120.0,Grande,9.0,2017,S/.600,RE/MAX Principal pe,"Hace 2 semanas, 4 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-5f34-2cb9cb9de99-94233060-b7d5-4099
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.333333333333334,Alto,Apartamento,Alquiler,3,4,120.0,Grande,9.0,2017,,RE/MAX Principal pe,"Hace 2 semanas, 1 día - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-dc8e-bd09dfbec13e-9117ab38-b075-46cd
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ",San Isidro,Centro,1500.0,8.571428571428571,Alto,Apartamento,Alquiler,3,3,175.0,Grande,12.0,2014,S/.650,JORGE ERNESTO SALAS GONZALES,"Hace 2 semanas, 3 días - Publicado por JORGE ERNESTO SALAS GONZALES",https://www.properati.com.pe/detalle/14032-32-b545-bde684e638e9-6c4ce74a-a458-4739
Apartamento en alquiler en Ur. San Cesar Etapa I,"Ur. San Cesar Etapa I, La Molina, Lima, Lima ",La Molina,Este,1200.0,9.67741935483871,Alto,Apartamento,Alquiler,2,3,124.0,Grande,,,,Dominio Inmobiliaria,"Hace 6 días, 21 horas - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-2be3-e5d8b3e62770-4f45264-b50c-4b0d
Casa de playa en alquiler en Hu. Rivera Norte,"Hu. Rivera Norte, San Bartolo, Lima, Lima ",San Bartolo,Sur,5500.0,27.5,Lujo,Casa de playa,Alquiler,7,5,200.0,Muy Grande,23.0,2003,,LIMA CORRETAJE S.A.C,28 feb. 2023 - Publicado por LIMA CORRETAJE S.A.C,https://www.properati.com.pe/detalle/14032-32-8b71-27fc0d1436f-51e09056-8231-455d
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,750.0,10.714285714285714,Moderado,Apartamento,Alquiler,2,2,70.0,Mediano,3.0,2023,S/.250,Corretajes Inmobiliarios Matessa SAC,"Hace 6 días, 16 horas - Publicado por Corretajes Inmobiliarios Matessa SAC",https://www.properati.com.pe/detalle/14032-32-b0df-4e5bf22aefba-328c3f30-a1bc-4482
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,750.0,10.714285714285714,Moderado,Apartamento,Alquiler,2,2,70.0,Mediano,3.0,2023,S/.250,Corretajes Inmobiliarios Matessa SAC,"Hace 6 días, 19 horas - Publicado por Corretajes Inmobiliarios Matessa SAC",https://www.properati.com.pe/detalle/14032-32-2732-1baec3acc30a-4a16d6cb-a582-4075
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",San Isidro,Centro,950.0,9.5,Moderado,Apartamento,Alquiler,3,2,100.0,Grande,20.0,2006,S/.400,Inmobiliaria Casella,26 ene. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-5e28-996bb85253b2-886857fc-8eac-4d5c
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Magdalena del Mar, Lima, Lima ",Magdalena del Mar,Centro,990.0,9.339622641509434,Moderado,Apartamento,Alquiler,3,3,106.0,Grande,4.0,2022,S/.470,Javier Sánchez Agente Inmobiliario,1 mar. 2023 - Publicado por Javier Sánchez Agente Inmobiliario,https://www.properati.com.pe/detalle/14032-32-6e07-f27f9f70a6ed-1eb11940-926c-40a6
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,750.0,9.375,Moderado,Apartamento,Alquiler,3,2,80.0,Mediano,14.0,2012,S/.290,Corretajes Inmobiliarios Matessa SAC,14 set. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-3291-5153393fa53c-87c1d546-badf-43d6
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1100.0,9.166666666666666,Alto,Apartamento,Alquiler,1,1,120.0,Grande,8.0,2018,,SOCIOS INMOBILIARIOS,"Hace 6 días, 15 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-94e4-7400017644e-fc22b402-9a0f-45d8
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",Miraflores,Centro,1450.0,11.983471074380166,Alto,Apartamento,Alquiler,2,3,121.0,Grande,,,S/.420,Fiorella Saldarriaga,"Hace 6 días, 20 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-13bc-c9853a53d7e2-d25f18e2-88e3-459f
Apartamento en alquiler en Ur. El Derby,"Ur. El Derby, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,700.0,15.555555555555555,Moderado,Apartamento,Alquiler,1,2,45.0,Pequeño,3.0,2023,S/.250,IMMOBILIARE,"Hace 6 días, 17 horas - Publicado por IMMOBILIARE",https://www.properati.com.pe/detalle/14032-32-6962-21062d9166b3-8e1616a-8086-4dfa
Apartamento en alquiler en San Felipe,"San Felipe, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1000.0,7.936507936507937,Alto,Apartamento,Alquiler,2,3,126.0,Grande,10.0,2016,S/.300,Fiorella Saldarriaga,26 dic. 2021 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-63fa-d75a9032dfc7-a172e92c-aaf7-4bf0
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",San Borja,Otro,650.0,10.833333333333334,Moderado,Apartamento,Alquiler,2,2,60.0,Mediano,,,S/.250,Lien Hub Inmobiliario,16 mar. 2023 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-878b-543a5f2e66a8-e680c195-9e6d-4d2e
Casa en alquiler en Ur. Primavera,"Ur. Primavera, Magdalena del Mar, Lima, Lima ",Magdalena del Mar,Centro,1200.0,15.0,Alto,Casa,Alquiler,4,2,80.0,Mediano,63.0,1963,S/.1,RE/MAX Principal pe,"Hace 2 semanas, 5 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-e988-671b51ad0d05-9a46bf51-869a-43ec
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,1150.0,8.846153846153847,Alto,Apartamento,Alquiler,2,2,130.0,Grande,,,S/.750,Fiorella Saldarriaga,"Hace 6 días, 21 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-e8aa-767e44a2b490-46e93fcf-8ac2-40a5
Apartamento en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1300.0,8.125,Alto,Apartamento,Alquiler,3,2,160.0,Grande,11.0,2015,S/.760,Lucy Mier y Teran,20 abr. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-962d-5e2b343e7355-c47abfb6-8d82-48f2
Apartamento en alquiler en Ur. Santa Felicia,"Ur. Santa Felicia, La Molina, Lima, Lima ",La Molina,Este,480.0,10.666666666666666,Económico,Apartamento,Alquiler,1,1,45.0,Pequeño,16.0,2010,S/.270,Marcia Rodriguez,24 feb. 2023 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-efa4-529b60903d51-866e4439-89b1-47e1
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,800.0,6.666666666666667,Moderado,Apartamento,Alquiler,2,2,120.0,Grande,18.0,2008,S/.350,MENDIETA INMOBILIARIA,"Hace 6 días, 23 horas - Publicado por MENDIETA INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-26e2-9685fe1d507-50c99715-8f45-4a3a
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",San Isidro,Centro,1700.0,10.625,Alto,Apartamento,Alquiler,3,3,160.0,Grande,12.0,2014,S/.850,Rocío Mazzetti,22 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-4e2c-857814eee6df-7636074d-a6c9-4c25
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",San Isidro,Centro,550.0,11.956521739130435,Moderado,Apartamento,Alquiler,1,1,46.0,Pequeño,14.0,2012,S/.180,MENDIETA INMOBILIARIA,28 feb. 2023 - Publicado por MENDIETA INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-270c-6dc4531ddd70-9a3f5ddd-9c03-4911
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",Miraflores,Centro,900.0,9.0,Moderado,Apartamento,Alquiler,2,2,100.0,Grande,14.0,2012,S/.690,SOCIOS INMOBILIARIOS,"Hace 1 semana, 18 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d8c9-2d992ccedc6d-5b23d140-9325-120d
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ",San Borja,Otro,1450.0,7.552083333333333,Alto,Apartamento,Alquiler,3,2,192.0,Grande,13.0,2013,S/.850,Global Ceo Net Inmobiliaria,22 feb. 2023 - Publicado por Global Ceo Net Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-cff4-f8a8bcb1496-eaa27506-997f-4779
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,630.0,10.5,Moderado,Apartamento,Alquiler,1,1,60.0,Mediano,26.0,2000,S/.290,RUIZ BAGLIETTO TERESA ENRIQUETA,26 mar. 2023 - Publicado por RUIZ BAGLIETTO TERESA ENRIQUETA,https://www.properati.com.pe/detalle/14032-32-6a3a-4fcbd024845f-93c5c692-8ab1-42b9
Apartamento en alquiler en Urb Residencial Valle Hermoso,"Urb Residencial Valle Hermoso, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1000.0,5.714285714285714,Alto,Apartamento,Alquiler,3,4,175.0,Grande,,,S/.250,Fiorella Saldarriaga,18 ene. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-f4f7-f3e6e8f8e37d-6e4e10e7-9cc2-4705
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,2490.0,10.375,Lujo,Apartamento,Alquiler,3,3,240.0,Muy Grande,3.0,2023,,RE/MAX PERÚ,24 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-3bb6-7a09abeac4ff-88a1c0b7-8a42-4879
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,647.0,16.175,Moderado,Apartamento,Alquiler,1,1,40.0,Pequeño,,,,Century 21 Ambassador,"Hace 2 semanas, 4 días - Publicado por Century 21 Ambassador",https://www.properati.com.pe/detalle/14032-32-d55-7a7b6caaf43f-5fa1f3-b072-3f99
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ",San Isidro,Centro,3500.0,6.944444444444445,Lujo,Apartamento,Alquiler,4,5,504.0,Muy Grande,26.0,2000,"S/.1,900",Rocío Mazzetti,24 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-3e0-f282faf7e3e6-a827f502-a0bc-47ed
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,950.0,7.5396825396825395,Moderado,Apartamento,Alquiler,3,3,126.0,Grande,7.0,2019,S/.300,Maria Bolognesi,22 nov. 2022 - Publicado por Maria Bolognesi,https://www.properati.com.pe/detalle/14032-32-5ac9-df17a65a74dd-a1659662-81d1-45ce
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",Miraflores,Centro,750.0,11.71875,Moderado,Apartamento,Alquiler,2,2,64.0,Mediano,10.0,2016,S/.259,Remax Inmuebles,21 mar. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-464e-3071bca72ba0-87c879a6-bbb1-4765
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ",San Isidro,Centro,1800.0,7.0588235294117645,Alto,Apartamento,Alquiler,3,2,255.0,Muy Grande,37.0,1989,"S/.1,014",Verónica Arosemena,23 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-861e-51ebd3d4560e-8d3e0474-b66d-4ee1
Apartamento en alquiler en Ur. Valle Hermoso Residencial (San Demetrio De Monterrico),"Ur. Valle Hermoso Residencial (San Demetrio De Monterrico), Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1000.0,6.896551724137931,Alto,Apartamento,Alquiler,3,2,145.0,Grande,18.0,2008,S/.1,CCE REALTOR - #CierraConEva,"Hace 1 semana, 2 días - Publicado por CCE REALTOR - #CierraConEva",https://www.properati.com.pe/detalle/14032-32-c7ad-b92d111f57b6-86d567db-ba6b-4469
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,1050.0,9.545454545454545,Alto,Apartamento,Alquiler,2,2,110.0,Grande,15.0,2011,S/.550,Jaquelina Gonzáles,7 set. 2021 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-982a-5446ecb84376-9ad63248-8fae-413b
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",Miraflores,Centro,750.0,10.714285714285714,Moderado,Apartamento,Alquiler,2,2,70.0,Mediano,6.0,2020,S/.250,SOCIOS INMOBILIARIOS,"Hace 1 semana, 6 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d42a-33cfa9e4777b-e68216a0-9712-120d
Apartamento en alquiler en Ur. La Capilla (U-3),"Ur. La Capilla (U-3), La Molina, Lima, Lima ",La Molina,Este,850.0,5.182926829268292,Moderado,Apartamento,Alquiler,4,4,164.0,Grande,27.0,1999,,RE/MAX PERÚ,20 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-8aed-86338fe224e1-1cbf6b5f-b767-429f
Apartamento en alquiler en Urb la Viñita,"Urb la Viñita, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,800.0,9.75609756097561,Moderado,Apartamento,Alquiler,2,2,82.0,Mediano,9.0,2017,S/.270,INMOBILIARIA INTERNACIONAL DEL PERU,24 oct. 2022 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-5809-6a4dc00e2f75-5912a42f-bab1-44c4
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1100.0,7.096774193548387,Alto,Apartamento,Alquiler,3,3,155.0,Grande,12.0,2014,,Ventas Primeras Bienes Raices,29 jun. 2022 - Publicado por Ventas Primeras Bienes Raices,https://www.properati.com.pe/detalle/14032-32-4df8-ddec11b0518c-45d904af-b781-4971
Casa en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",Miraflores,Centro,2000.0,6.666666666666667,Lujo,Casa,Alquiler,9,4,300.0,Muy Grande,33.0,1993,,INMOBILIARIA INTERNACIONAL DEL PERU,25 mar. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-4fe0-f7d0d0c988b4-50c08739-a685-47f1
Apartamento en alquiler en Ur. Mariscal Castilla,"Ur. Mariscal Castilla, San Borja, Lima, Lima ",San Borja,Otro,800.0,6.2015503875969,Moderado,Apartamento,Alquiler,3,4,129.0,Grande,13.0,2013,S/.300,REQUIEROMICASA ,"Hace 1 semana, 1 día - Publicado por REQUIEROMICASA ",https://www.properati.com.pe/detalle/14032-32-8af7-1cdb06d9c0f3-b3b3d36-af41-42b8
